experiment,child_id,condition,scenario,verb,question,response,distal,proximal,age_days,age_years,age_group,gender
exp1,ASEWWK,mental,hurt,,cause,proximal,0,1,2580,7.06,7,f
exp1,ASEWWK,mental,hurt,,lexical,proximal,0,1,2580,7.06,7,f
exp1,ASEWWK,mental,shock,,cause,proximal,0,1,2580,7.06,7,f
exp1,ASEWWK,mental,shock,,lexical,proximal,0,1,2580,7.06,7,f
exp1,3KKLWX,mental,shock,,cause,distal,1,0,1500,4.11,4,f
exp1,3KKLWX,mental,shock,,lexical,distal,1,0,1500,4.11,4,f
exp1,3KKLWX,mental,hurt,,cause,distal,1,0,1500,4.11,4,f
exp1,3KKLWX,mental,hurt,,lexical,distal,1,0,1500,4.11,4,f
exp1,WdMdCV,physical,shock,,lexical,proximal,0,1,2100,5.75,5,m
exp1,WdMdCV,physical,shock,,cause,distal,1,0,2100,5.75,5,m
exp1,WdMdCV,physical,hurt,,lexical,proximal,0,1,2100,5.75,5,m
exp1,WdMdCV,physical,hurt,,cause,distal,1,0,2100,5.75,5,m
exp1,YRVcJV,physical,shock,,cause,proximal,0,1,2850,7.8,7,f
exp1,YRVcJV,physical,shock,,lexical,proximal,0,1,2850,7.8,7,f
exp1,YRVcJV,physical,hurt,,cause,distal,1,0,2850,7.8,7,f
exp1,YRVcJV,physical,hurt,,lexical,proximal,0,1,2850,7.8,7,f
exp1,7KKVdH,physical,hurt,,lexical,proximal,0,1,1320,3.61,3,f
exp1,7KKVdH,physical,hurt,,cause,distal,1,0,1320,3.61,3,f
exp1,7KKVdH,physical,shock,,lexical,proximal,0,1,1320,3.61,3,f
exp1,7KKVdH,physical,shock,,cause,distal,1,0,1320,3.61,3,f
exp1,ELHZXP,mental,shock,,cause,distal,1,0,1740,4.76,4,f
exp1,ELHZXP,mental,shock,,lexical,proximal,0,1,1740,4.76,4,f
exp1,ELHZXP,mental,hurt,,cause,proximal,0,1,1740,4.76,4,f
exp1,ELHZXP,mental,hurt,,lexical,distal,1,0,1740,4.76,4,f
exp1,RRKPR4,mental,hurt,,lexical,distal,1,0,3420,9.36,9,f
exp1,RRKPR4,mental,hurt,,cause,proximal,0,1,3420,9.36,9,f
exp1,RRKPR4,mental,shock,,lexical,distal,1,0,3420,9.36,9,f
exp1,RRKPR4,mental,shock,,cause,proximal,0,1,3420,9.36,9,f
exp1,GDFRPF,physical,shock,,cause,proximal,0,1,2760,7.56,7,f
exp1,GDFRPF,physical,shock,,lexical,proximal,0,1,2760,7.56,7,f
exp1,GDFRPF,physical,hurt,,cause,proximal,0,1,2760,7.56,7,f
exp1,GDFRPF,physical,hurt,,lexical,proximal,0,1,2760,7.56,7,f
exp1,QJcFYN,physical,shock,,cause,distal,1,0,2640,7.23,7,f
exp1,QJcFYN,physical,shock,,lexical,proximal,0,1,2640,7.23,7,f
exp1,QJcFYN,physical,hurt,,cause,distal,1,0,2640,7.23,7,f
exp1,QJcFYN,physical,hurt,,lexical,proximal,0,1,2640,7.23,7,f
exp1,6NCUdM,mental,shock,,lexical,distal,1,0,3540,9.69,9,m
exp1,6NCUdM,mental,shock,,cause,proximal,0,1,3540,9.69,9,m
exp1,6NCUdM,mental,hurt,,lexical,distal,1,0,3540,9.69,9,m
exp1,6NCUdM,mental,hurt,,cause,proximal,0,1,3540,9.69,9,m
exp1,5T6Vcd,mental,hurt,,lexical,proximal,0,1,1560,4.27,4,f
exp1,5T6Vcd,mental,hurt,,cause,distal,1,0,1560,4.27,4,f
exp1,5T6Vcd,mental,shock,,lexical,distal,1,0,1560,4.27,4,f
exp1,5T6Vcd,mental,shock,,cause,proximal,0,1,1560,4.27,4,f
exp1,5DQLFY,physical,shock,,cause,distal,1,0,2160,5.91,5,f
exp1,5DQLFY,physical,shock,,lexical,proximal,0,1,2160,5.91,5,f
exp1,5DQLFY,physical,hurt,,cause,distal,1,0,2160,5.91,5,f
exp1,5DQLFY,physical,hurt,,lexical,proximal,0,1,2160,5.91,5,f
exp1,ASY5EV,physical,hurt,,cause,proximal,0,1,2940,8.05,8,m
exp1,ASY5EV,physical,hurt,,lexical,proximal,0,1,2940,8.05,8,m
exp1,ASY5EV,physical,shock,,cause,proximal,0,1,2940,8.05,8,m
exp1,ASY5EV,physical,shock,,lexical,proximal,0,1,2940,8.05,8,m
exp1,CdSRVY,mental,hurt,,cause,distal,1,0,3480,9.53,9,f
exp1,CdSRVY,mental,hurt,,lexical,distal,1,0,3480,9.53,9,f
exp1,CdSRVY,mental,shock,,cause,proximal,0,1,3480,9.53,9,f
exp1,CdSRVY,mental,shock,,lexical,distal,1,0,3480,9.53,9,f
exp1,YKc42V,physical,shock,,cause,distal,1,0,2580,7.06,7,f
exp1,YKc42V,physical,shock,,lexical,distal,1,0,2580,7.06,7,f
exp1,YKc42V,physical,hurt,,cause,distal,1,0,2580,7.06,7,f
exp1,YKc42V,physical,hurt,,lexical,distal,1,0,2580,7.06,7,f
exp1,d7YWEZ,mental,hurt,,lexical,distal,1,0,3390,9.28,9,f
exp1,d7YWEZ,mental,hurt,,cause,distal,1,0,3390,9.28,9,f
exp1,d7YWEZ,mental,shock,,lexical,distal,1,0,3390,9.28,9,f
exp1,d7YWEZ,mental,shock,,cause,distal,1,0,3390,9.28,9,f
exp1,644V4K,mental,shock,,cause,proximal,0,1,3450,9.45,9,m
exp1,644V4K,mental,shock,,lexical,proximal,0,1,3450,9.45,9,m
exp1,644V4K,mental,hurt,,cause,distal,1,0,3450,9.45,9,m
exp1,644V4K,mental,hurt,,lexical,proximal,0,1,3450,9.45,9,m
exp1,YcWZDK,physical,hurt,,cause,distal,1,0,3480,9.53,9,f
exp1,YcWZDK,physical,hurt,,lexical,proximal,0,1,3480,9.53,9,f
exp1,YcWZDK,physical,shock,,cause,distal,1,0,3480,9.53,9,f
exp1,YcWZDK,physical,shock,,lexical,proximal,0,1,3480,9.53,9,f
exp1,EWBJ5C,physical,hurt,,cause,proximal,0,1,2160,5.91,5,m
exp1,EWBJ5C,physical,hurt,,lexical,proximal,0,1,2160,5.91,5,m
exp1,EWBJ5C,physical,shock,,cause,proximal,0,1,2160,5.91,5,m
exp1,EWBJ5C,physical,shock,,lexical,proximal,0,1,2160,5.91,5,m
exp1,6UDVdF,mental,shock,,cause,proximal,0,1,2280,6.24,6,m
exp1,6UDVdF,mental,shock,,lexical,distal,1,0,2280,6.24,6,m
exp1,6UDVdF,mental,hurt,,cause,proximal,0,1,2280,6.24,6,m
exp1,6UDVdF,mental,hurt,,lexical,distal,1,0,2280,6.24,6,m
exp1,WBDV77,physical,shock,,lexical,distal,1,0,1290,3.53,3,f
exp1,WBDV77,physical,shock,,cause,distal,1,0,1290,3.53,3,f
exp1,WBDV77,physical,hurt,,lexical,distal,1,0,1290,3.53,3,f
exp1,WBDV77,physical,hurt,,cause,distal,1,0,1290,3.53,3,f
exp1,TH55QG,mental,shock,,cause,distal,1,0,2940,8.05,8,m
exp1,TH55QG,mental,shock,,lexical,distal,1,0,2940,8.05,8,m
exp1,TH55QG,mental,hurt,,cause,distal,1,0,2940,8.05,8,m
exp1,TH55QG,mental,hurt,,lexical,proximal,0,1,2940,8.05,8,m
exp1,ZdUPP4,mental,hurt,,lexical,distal,1,0,2520,6.9,6,f
exp1,ZdUPP4,mental,hurt,,cause,distal,1,0,2520,6.9,6,f
exp1,ZdUPP4,mental,shock,,lexical,distal,1,0,2520,6.9,6,f
exp1,ZdUPP4,mental,shock,,cause,proximal,0,1,2520,6.9,6,f
exp1,CCHdBB,mental,hurt,,lexical,distal,1,0,2250,6.16,6,f
exp1,CCHdBB,mental,hurt,,cause,distal,1,0,2250,6.16,6,f
exp1,CCHdBB,mental,shock,,lexical,proximal,0,1,2250,6.16,6,f
exp1,CCHdBB,mental,shock,,cause,distal,1,0,2250,6.16,6,f
exp1,VAPLRH,physical,hurt,,lexical,proximal,0,1,2760,7.56,7,f
exp1,VAPLRH,physical,hurt,,cause,distal,1,0,2760,7.56,7,f
exp1,VAPLRH,physical,shock,,lexical,proximal,0,1,2760,7.56,7,f
exp1,VAPLRH,physical,shock,,cause,distal,1,0,2760,7.56,7,f
exp1,c2TDVX,physical,shock,,cause,distal,1,0,1920,5.26,5,m
exp1,c2TDVX,physical,shock,,lexical,proximal,0,1,1920,5.26,5,m
exp1,c2TDVX,physical,hurt,,cause,distal,1,0,1920,5.26,5,m
exp1,c2TDVX,physical,hurt,,lexical,proximal,0,1,1920,5.26,5,m
exp1,5RNFdT,mental,shock,,lexical,proximal,0,1,1260,3.45,3,m
exp1,5RNFdT,mental,shock,,cause,proximal,0,1,1260,3.45,3,m
exp1,5RNFdT,mental,hurt,,lexical,proximal,0,1,1260,3.45,3,m
exp1,5RNFdT,mental,hurt,,cause,proximal,0,1,1260,3.45,3,m
exp1,c3UVNX,mental,shock,,lexical,proximal,0,1,3330,9.12,9,m
exp1,c3UVNX,mental,shock,,cause,distal,1,0,3330,9.12,9,m
exp1,c3UVNX,mental,hurt,,lexical,proximal,0,1,3330,9.12,9,m
exp1,c3UVNX,mental,hurt,,cause,distal,1,0,3330,9.12,9,m
exp1,SZZUUU,mental,shock,,lexical,distal,1,0,3420,9.36,9,m
exp1,SZZUUU,mental,shock,,cause,proximal,0,1,3420,9.36,9,m
exp1,SZZUUU,mental,hurt,,lexical,proximal,0,1,3420,9.36,9,m
exp1,SZZUUU,mental,hurt,,cause,distal,1,0,3420,9.36,9,m
exp1,N3XKZZ,mental,shock,,lexical,distal,1,0,1200,3.29,3,f
exp1,N3XKZZ,mental,shock,,cause,distal,1,0,1200,3.29,3,f
exp1,N3XKZZ,mental,hurt,,lexical,proximal,0,1,1200,3.29,3,f
exp1,N3XKZZ,mental,hurt,,cause,proximal,0,1,1200,3.29,3,f
exp1,HNYZRA,mental,shock,,cause,distal,1,0,1830,5.01,5,m
exp1,HNYZRA,mental,shock,,lexical,proximal,0,1,1830,5.01,5,m
exp1,HNYZRA,mental,hurt,,cause,distal,1,0,1830,5.01,5,m
exp1,HNYZRA,mental,hurt,,lexical,proximal,0,1,1830,5.01,5,m
exp1,7RZ3YK,physical,shock,,lexical,proximal,0,1,3480,9.53,9,f
exp1,7RZ3YK,physical,shock,,cause,distal,1,0,3480,9.53,9,f
exp1,7RZ3YK,physical,hurt,,lexical,proximal,0,1,3480,9.53,9,f
exp1,7RZ3YK,physical,hurt,,cause,distal,1,0,3480,9.53,9,f
exp1,MQM6H6,physical,shock,,cause,distal,1,0,1440,3.94,3,m
exp1,MQM6H6,physical,shock,,lexical,distal,1,0,1440,3.94,3,m
exp1,MQM6H6,physical,hurt,,cause,proximal,0,1,1440,3.94,3,m
exp1,MQM6H6,physical,hurt,,lexical,proximal,0,1,1440,3.94,3,m
exp1,L3SCWH,mental,shock,,lexical,distal,1,0,1860,5.09,5,f
exp1,L3SCWH,mental,shock,,cause,distal,1,0,1860,5.09,5,f
exp1,L3SCWH,mental,hurt,,lexical,distal,1,0,1860,5.09,5,f
exp1,L3SCWH,mental,hurt,,cause,distal,1,0,1860,5.09,5,f
exp1,TGNGM4,mental,hurt,,cause,distal,1,0,1350,3.7,3,f
exp1,TGNGM4,mental,hurt,,lexical,proximal,0,1,1350,3.7,3,f
exp1,TGNGM4,mental,shock,,cause,proximal,0,1,1350,3.7,3,f
exp1,TGNGM4,mental,shock,,lexical,proximal,0,1,1350,3.7,3,f
exp1,QPW244,mental,shock,,cause,proximal,0,1,1320,3.61,3,f
exp1,QPW244,mental,shock,,lexical,distal,1,0,1320,3.61,3,f
exp1,QPW244,mental,hurt,,cause,distal,1,0,1320,3.61,3,f
exp1,QPW244,mental,hurt,,lexical,proximal,0,1,1320,3.61,3,f
exp1,C2SQHZ,mental,hurt,,cause,distal,1,0,3150,8.62,8,f
exp1,C2SQHZ,mental,hurt,,lexical,distal,1,0,3150,8.62,8,f
exp1,C2SQHZ,mental,shock,,cause,distal,1,0,3150,8.62,8,f
exp1,C2SQHZ,mental,shock,,lexical,distal,1,0,3150,8.62,8,f
exp1,AHP6Q2,mental,hurt,,cause,distal,1,0,2220,6.08,6,m
exp1,AHP6Q2,mental,hurt,,lexical,distal,1,0,2220,6.08,6,m
exp1,AHP6Q2,mental,shock,,cause,distal,1,0,2220,6.08,6,m
exp1,AHP6Q2,mental,shock,,lexical,distal,1,0,2220,6.08,6,m
exp1,JPFJ3W,physical,hurt,,lexical,distal,1,0,1140,3.12,3,f
exp1,JPFJ3W,physical,hurt,,cause,proximal,0,1,1140,3.12,3,f
exp1,JPFJ3W,physical,shock,,lexical,proximal,0,1,1140,3.12,3,f
exp1,JPFJ3W,physical,shock,,cause,proximal,0,1,1140,3.12,3,f
exp1,JSSM5L,mental,hurt,,cause,distal,1,0,2700,7.39,7,f
exp1,JSSM5L,mental,hurt,,lexical,distal,1,0,2700,7.39,7,f
exp1,JSSM5L,mental,shock,,cause,proximal,0,1,2700,7.39,7,f
exp1,JSSM5L,mental,shock,,lexical,distal,1,0,2700,7.39,7,f
exp1,4QS52F,mental,shock,,lexical,proximal,0,1,1650,4.52,4,f
exp1,4QS52F,mental,shock,,cause,distal,1,0,1650,4.52,4,f
exp1,4QS52F,mental,hurt,,lexical,proximal,0,1,1650,4.52,4,f
exp1,4QS52F,mental,hurt,,cause,distal,1,0,1650,4.52,4,f
exp1,AM2T3R,physical,hurt,,cause,distal,1,0,3360,9.2,9,m
exp1,AM2T3R,physical,hurt,,lexical,proximal,0,1,3360,9.2,9,m
exp1,AM2T3R,physical,shock,,cause,distal,1,0,3360,9.2,9,m
exp1,AM2T3R,physical,shock,,lexical,proximal,0,1,3360,9.2,9,m
exp1,GZWLdY,physical,hurt,,lexical,proximal,0,1,3060,8.38,8,m
exp1,GZWLdY,physical,hurt,,cause,distal,1,0,3060,8.38,8,m
exp1,GZWLdY,physical,shock,,lexical,distal,1,0,3060,8.38,8,m
exp1,GZWLdY,physical,shock,,cause,distal,1,0,3060,8.38,8,m
exp1,Z3YXL2,physical,hurt,,cause,proximal,0,1,2010,5.5,5,m
exp1,Z3YXL2,physical,hurt,,lexical,proximal,0,1,2010,5.5,5,m
exp1,Z3YXL2,physical,shock,,cause,distal,1,0,2010,5.5,5,m
exp1,Z3YXL2,physical,shock,,lexical,proximal,0,1,2010,5.5,5,m
exp1,PVd57M,mental,shock,,lexical,distal,1,0,1440,3.94,3,f
exp1,PVd57M,mental,shock,,cause,distal,1,0,1440,3.94,3,f
exp1,PVd57M,mental,hurt,,lexical,distal,1,0,1440,3.94,3,f
exp1,PVd57M,mental,hurt,,cause,proximal,0,1,1440,3.94,3,f
exp1,d4A4Ec,mental,shock,,cause,distal,1,0,1350,3.7,3,f
exp1,d4A4Ec,mental,shock,,lexical,proximal,0,1,1350,3.7,3,f
exp1,d4A4Ec,mental,hurt,,cause,proximal,0,1,1350,3.7,3,f
exp1,d4A4Ec,mental,hurt,,lexical,distal,1,0,1350,3.7,3,f
exp1,LZKcJU,physical,shock,,lexical,proximal,0,1,1470,4.02,4,m
exp1,LZKcJU,physical,shock,,cause,distal,1,0,1470,4.02,4,m
exp1,LZKcJU,physical,hurt,,lexical,proximal,0,1,1470,4.02,4,m
exp1,LZKcJU,physical,hurt,,cause,distal,1,0,1470,4.02,4,m
exp1,KD4UPM,mental,hurt,,lexical,distal,1,0,1740,4.76,4,f
exp1,KD4UPM,mental,hurt,,cause,proximal,0,1,1740,4.76,4,f
exp1,KD4UPM,mental,shock,,lexical,distal,1,0,1740,4.76,4,f
exp1,KD4UPM,mental,shock,,cause,proximal,0,1,1740,4.76,4,f
exp1,EC4MHV,mental,shock,,cause,distal,1,0,2190,6.0,5,f
exp1,EC4MHV,mental,shock,,lexical,proximal,0,1,2190,6.0,5,f
exp1,EC4MHV,mental,hurt,,cause,proximal,0,1,2190,6.0,5,f
exp1,EC4MHV,mental,hurt,,lexical,proximal,0,1,2190,6.0,5,f
exp1,5B2dZF,physical,hurt,,lexical,proximal,0,1,1800,4.93,4,m
exp1,5B2dZF,physical,hurt,,cause,distal,1,0,1800,4.93,4,m
exp1,5B2dZF,physical,shock,,lexical,distal,1,0,1800,4.93,4,m
exp1,5B2dZF,physical,shock,,cause,distal,1,0,1800,4.93,4,m
exp1,AcD5CA,physical,hurt,,lexical,proximal,0,1,3390,9.28,9,f
exp1,AcD5CA,physical,hurt,,cause,distal,1,0,3390,9.28,9,f
exp1,AcD5CA,physical,shock,,lexical,proximal,0,1,3390,9.28,9,f
exp1,AcD5CA,physical,shock,,cause,distal,1,0,3390,9.28,9,f
exp1,G6NC47,physical,shock,,lexical,proximal,0,1,3000,8.21,8,f
exp1,G6NC47,physical,shock,,cause,distal,1,0,3000,8.21,8,f
exp1,G6NC47,physical,hurt,,lexical,distal,1,0,3000,8.21,8,f
exp1,G6NC47,physical,hurt,,cause,proximal,0,1,3000,8.21,8,f
exp1,6GM7UK,physical,shock,,lexical,distal,1,0,2700,7.39,7,m
exp1,6GM7UK,physical,shock,,cause,proximal,0,1,2700,7.39,7,m
exp1,6GM7UK,physical,hurt,,lexical,proximal,0,1,2700,7.39,7,m
exp1,6GM7UK,physical,hurt,,cause,distal,1,0,2700,7.39,7,m
exp1,d5MBLP,physical,hurt,,lexical,proximal,0,1,2280,6.24,6,f
exp1,d5MBLP,physical,hurt,,cause,proximal,0,1,2280,6.24,6,f
exp1,d5MBLP,physical,shock,,lexical,proximal,0,1,2280,6.24,6,f
exp1,d5MBLP,physical,shock,,cause,distal,1,0,2280,6.24,6,f
exp1,BdcKKH,physical,hurt,,lexical,proximal,0,1,2610,7.15,7,m
exp1,BdcKKH,physical,hurt,,cause,distal,1,0,2610,7.15,7,m
exp1,BdcKKH,physical,shock,,lexical,proximal,0,1,2610,7.15,7,m
exp1,BdcKKH,physical,shock,,cause,distal,1,0,2610,7.15,7,m
exp1,PT33EX,mental,shock,,lexical,proximal,0,1,3210,8.79,8,f
exp1,PT33EX,mental,shock,,cause,distal,1,0,3210,8.79,8,f
exp1,PT33EX,mental,hurt,,lexical,distal,1,0,3210,8.79,8,f
exp1,PT33EX,mental,hurt,,cause,distal,1,0,3210,8.79,8,f
exp1,Md5XHN,physical,hurt,,lexical,distal,1,0,2010,5.5,5,f
exp1,Md5XHN,physical,hurt,,cause,distal,1,0,2010,5.5,5,f
exp1,Md5XHN,physical,shock,,lexical,distal,1,0,2010,5.5,5,f
exp1,Md5XHN,physical,shock,,cause,distal,1,0,2010,5.5,5,f
exp1,UWULSY,mental,hurt,,cause,distal,1,0,1770,4.85,4,m
exp1,UWULSY,mental,hurt,,lexical,distal,1,0,1770,4.85,4,m
exp1,UWULSY,mental,shock,,cause,distal,1,0,1770,4.85,4,m
exp1,UWULSY,mental,shock,,lexical,distal,1,0,1770,4.85,4,m
exp1,CYC2PP,physical,hurt,,lexical,proximal,0,1,3150,8.62,8,m
exp1,CYC2PP,physical,hurt,,cause,distal,1,0,3150,8.62,8,m
exp1,CYC2PP,physical,shock,,lexical,proximal,0,1,3150,8.62,8,m
exp1,CYC2PP,physical,shock,,cause,distal,1,0,3150,8.62,8,m
exp1,YGYRDU,physical,shock,,cause,proximal,0,1,2040,5.59,5,m
exp1,YGYRDU,physical,shock,,lexical,proximal,0,1,2040,5.59,5,m
exp1,YGYRDU,physical,hurt,,cause,distal,1,0,2040,5.59,5,m
exp1,YGYRDU,physical,hurt,,lexical,proximal,0,1,2040,5.59,5,m
exp1,25c7G2,mental,shock,,cause,distal,1,0,3360,9.2,9,m
exp1,25c7G2,mental,shock,,lexical,distal,1,0,3360,9.2,9,m
exp1,25c7G2,mental,hurt,,cause,distal,1,0,3360,9.2,9,m
exp1,25c7G2,mental,hurt,,lexical,distal,1,0,3360,9.2,9,m
exp1,DAY2F4,mental,shock,,lexical,proximal,0,1,1560,4.27,4,f
exp1,DAY2F4,mental,shock,,cause,distal,1,0,1560,4.27,4,f
exp1,DAY2F4,mental,hurt,,lexical,proximal,0,1,1560,4.27,4,f
exp1,DAY2F4,mental,hurt,,cause,distal,1,0,1560,4.27,4,f
exp1,XJPAG4,physical,hurt,,cause,proximal,0,1,1350,3.7,3,m
exp1,XJPAG4,physical,hurt,,lexical,proximal,0,1,1350,3.7,3,m
exp1,XJPAG4,physical,shock,,cause,proximal,0,1,1350,3.7,3,m
exp1,XJPAG4,physical,shock,,lexical,proximal,0,1,1350,3.7,3,m
exp1,MKJ664,physical,hurt,,cause,distal,1,0,2580,7.06,7,m
exp1,MKJ664,physical,hurt,,lexical,distal,1,0,2580,7.06,7,m
exp1,MKJ664,physical,shock,,cause,distal,1,0,2580,7.06,7,m
exp1,MKJ664,physical,shock,,lexical,proximal,0,1,2580,7.06,7,m
exp1,RLCGHT,mental,shock,,cause,proximal,0,1,3210,8.79,8,f
exp1,RLCGHT,mental,shock,,lexical,distal,1,0,3210,8.79,8,f
exp1,RLCGHT,mental,hurt,,cause,distal,1,0,3210,8.79,8,f
exp1,RLCGHT,mental,hurt,,lexical,distal,1,0,3210,8.79,8,f
exp1,3QMND3,mental,shock,,cause,proximal,0,1,2580,7.06,7,f
exp1,3QMND3,mental,shock,,lexical,distal,1,0,2580,7.06,7,f
exp1,3QMND3,mental,hurt,,cause,distal,1,0,2580,7.06,7,f
exp1,3QMND3,mental,hurt,,lexical,proximal,0,1,2580,7.06,7,f
exp1,Z3XSdP,physical,shock,,cause,proximal,0,1,2550,6.98,6,m
exp1,Z3XSdP,physical,shock,,lexical,proximal,0,1,2550,6.98,6,m
exp1,Z3XSdP,physical,hurt,,cause,proximal,0,1,2550,6.98,6,m
exp1,Z3XSdP,physical,hurt,,lexical,proximal,0,1,2550,6.98,6,m
exp1,RVHdE6,mental,hurt,,lexical,distal,1,0,1920,5.26,5,m
exp1,RVHdE6,mental,hurt,,cause,distal,1,0,1920,5.26,5,m
exp1,RVHdE6,mental,shock,,lexical,proximal,0,1,1920,5.26,5,m
exp1,RVHdE6,mental,shock,,cause,distal,1,0,1920,5.26,5,m
exp1,YYGJFT,physical,shock,,lexical,proximal,0,1,3330,9.12,9,m
exp1,YYGJFT,physical,shock,,cause,distal,1,0,3330,9.12,9,m
exp1,YYGJFT,physical,hurt,,lexical,proximal,0,1,3330,9.12,9,m
exp1,YYGJFT,physical,hurt,,cause,distal,1,0,3330,9.12,9,m
exp1,QE5YHQ,mental,hurt,,cause,distal,1,0,3120,8.54,8,f
exp1,QE5YHQ,mental,hurt,,lexical,distal,1,0,3120,8.54,8,f
exp1,QE5YHQ,mental,shock,,cause,distal,1,0,3120,8.54,8,f
exp1,QE5YHQ,mental,shock,,lexical,proximal,0,1,3120,8.54,8,f
exp1,CMQBTN,mental,shock,,lexical,distal,1,0,3300,9.03,9,m
exp1,CMQBTN,mental,shock,,cause,distal,1,0,3300,9.03,9,m
exp1,CMQBTN,mental,hurt,,lexical,distal,1,0,3300,9.03,9,m
exp1,CMQBTN,mental,hurt,,cause,distal,1,0,3300,9.03,9,m
exp1,V7CWRW,mental,shock,,cause,proximal,0,1,2760,7.56,7,m
exp1,V7CWRW,mental,shock,,lexical,proximal,0,1,2760,7.56,7,m
exp1,V7CWRW,mental,hurt,,cause,proximal,0,1,2760,7.56,7,m
exp1,V7CWRW,mental,hurt,,lexical,proximal,0,1,2760,7.56,7,m
exp1,ZNE4SZ,physical,hurt,,cause,distal,1,0,2010,5.5,5,f
exp1,ZNE4SZ,physical,hurt,,lexical,proximal,0,1,2010,5.5,5,f
exp1,ZNE4SZ,physical,shock,,cause,proximal,0,1,2010,5.5,5,f
exp1,ZNE4SZ,physical,shock,,lexical,proximal,0,1,2010,5.5,5,f
exp1,XZ6NF4,physical,shock,,lexical,proximal,0,1,2700,7.39,7,m
exp1,XZ6NF4,physical,shock,,cause,distal,1,0,2700,7.39,7,m
exp1,XZ6NF4,physical,hurt,,lexical,proximal,0,1,2700,7.39,7,m
exp1,XZ6NF4,physical,hurt,,cause,distal,1,0,2700,7.39,7,m
exp1,MDTVWc,physical,hurt,,cause,proximal,0,1,2700,7.39,7,f
exp1,MDTVWc,physical,hurt,,lexical,proximal,0,1,2700,7.39,7,f
exp1,MDTVWc,physical,shock,,cause,distal,1,0,2700,7.39,7,f
exp1,MDTVWc,physical,shock,,lexical,proximal,0,1,2700,7.39,7,f
exp1,4TBLSN,mental,hurt,,lexical,distal,1,0,2910,7.97,7,m
exp1,4TBLSN,mental,hurt,,cause,distal,1,0,2910,7.97,7,m
exp1,4TBLSN,mental,shock,,lexical,distal,1,0,2910,7.97,7,m
exp1,4TBLSN,mental,shock,,cause,distal,1,0,2910,7.97,7,m
exp1,cXNYJ4,physical,hurt,,lexical,proximal,0,1,1740,4.76,4,f
exp1,cXNYJ4,physical,hurt,,cause,distal,1,0,1740,4.76,4,f
exp1,cXNYJ4,physical,shock,,lexical,proximal,0,1,1740,4.76,4,f
exp1,cXNYJ4,physical,shock,,cause,distal,1,0,1740,4.76,4,f
exp1,XHEV6L,physical,shock,,cause,proximal,0,1,2520,6.9,6,m
exp1,XHEV6L,physical,shock,,lexical,proximal,0,1,2520,6.9,6,m
exp1,XHEV6L,physical,hurt,,cause,proximal,0,1,2520,6.9,6,m
exp1,XHEV6L,physical,hurt,,lexical,proximal,0,1,2520,6.9,6,m
exp1,QZTJF6,mental,shock,,cause,distal,1,0,3510,9.61,9,f
exp1,QZTJF6,mental,shock,,lexical,distal,1,0,3510,9.61,9,f
exp1,QZTJF6,mental,hurt,,cause,distal,1,0,3510,9.61,9,f
