workerid,participant_id,condition,scenario,question,response,distal,proximal,age,gender,race,ethnicity
1013,P1780164858780_4425,visible,scared,cause,distal,1,0,36,Female,Asian,Non-Hispanic
1013,P1780164858780_4425,visible,scared,lexical,distal,1,0,36,Female,Asian,Non-Hispanic
782,P1780164140312_3564,visible,surprised,cause,distal,1,0,35,Female,Asian,Non-Hispanic
782,P1780164140312_3564,visible,surprised,lexical,proximal,0,1,35,Female,Asian,Non-Hispanic
782,P1780164140312_3564,visible,scared,cause,distal,1,0,35,Female,Asian,Non-Hispanic
782,P1780164140312_3564,visible,scared,lexical,proximal,0,1,35,Female,Asian,Non-Hispanic
909,P1780164622782_8085,visible,surprised,cause,distal,1,0,20,Male,White,Non-Hispanic
909,P1780164622782_8085,visible,surprised,lexical,proximal,0,1,20,Male,White,Non-Hispanic
909,P1780164622782_8085,visible,scared,cause,distal,1,0,20,Male,White,Non-Hispanic
909,P1780164622782_8085,visible,scared,lexical,proximal,0,1,20,Male,White,Non-Hispanic
828,P1780164308412_8666,visible,surprised,cause,proximal,0,1,43,Female,Black/African American,Non-Hispanic
828,P1780164308412_8666,visible,surprised,lexical,proximal,0,1,43,Female,Black/African American,Non-Hispanic
828,P1780164308412_8666,visible,scared,cause,proximal,0,1,43,Female,Black/African American,Non-Hispanic
828,P1780164308412_8666,visible,scared,lexical,proximal,0,1,43,Female,Black/African American,Non-Hispanic
775,P1780164128147_7958,visible,surprised,cause,distal,1,0,36,Female,White,Non-Hispanic
775,P1780164128147_7958,visible,surprised,lexical,proximal,0,1,36,Female,White,Non-Hispanic
775,P1780164128147_7958,visible,scared,cause,distal,1,0,36,Female,White,Non-Hispanic
775,P1780164128147_7958,visible,scared,lexical,proximal,0,1,36,Female,White,Non-Hispanic
841,P1780164411662_4166,visible,surprised,cause,distal,1,0,63,Female,White,Non-Hispanic
841,P1780164411662_4166,visible,surprised,lexical,distal,1,0,63,Female,White,Non-Hispanic
841,P1780164411662_4166,visible,scared,cause,distal,1,0,63,Female,White,Non-Hispanic
841,P1780164411662_4166,visible,scared,lexical,distal,1,0,63,Female,White,Non-Hispanic
822,P1780164285368_9851,visible,surprised,cause,distal,1,0,34,Male,White,
822,P1780164285368_9851,visible,surprised,lexical,proximal,0,1,34,Male,White,
822,P1780164285368_9851,visible,scared,cause,distal,1,0,34,Male,White,
822,P1780164285368_9851,visible,scared,lexical,proximal,0,1,34,Male,White,
804,P1780164183921_7680,visible,surprised,cause,distal,1,0,54,,Asian,Non-Hispanic
804,P1780164183921_7680,visible,surprised,lexical,proximal,0,1,54,,Asian,Non-Hispanic
804,P1780164183921_7680,visible,scared,cause,distal,1,0,54,,Asian,Non-Hispanic
804,P1780164183921_7680,visible,scared,lexical,proximal,0,1,54,,Asian,Non-Hispanic
787,P1780164145371_831,visible,surprised,cause,proximal,0,1,38,Female,White,Non-Hispanic
787,P1780164145371_831,visible,surprised,lexical,distal,1,0,38,Female,White,Non-Hispanic
787,P1780164145371_831,visible,scared,cause,proximal,0,1,38,Female,White,Non-Hispanic
787,P1780164145371_831,visible,scared,lexical,distal,1,0,38,Female,White,Non-Hispanic
817,P1780164388609_9894,visible,surprised,cause,proximal,0,1,21,Male,Black/African American,
817,P1780164388609_9894,visible,surprised,lexical,proximal,0,1,21,Male,Black/African American,
817,P1780164388609_9894,visible,scared,cause,proximal,0,1,21,Male,Black/African American,
817,P1780164388609_9894,visible,scared,lexical,proximal,0,1,21,Male,Black/African American,
1072,P1780165539503_9964,visible,surprised,cause,proximal,0,1,23,Male,White,Non-Hispanic
1072,P1780165539503_9964,visible,surprised,lexical,proximal,0,1,23,Male,White,Non-Hispanic
1072,P1780165539503_9964,visible,scared,cause,proximal,0,1,23,Male,White,Non-Hispanic
1072,P1780165539503_9964,visible,scared,lexical,proximal,0,1,23,Male,White,Non-Hispanic
