experiment,child_id,condition,scenario,verb,question,response,distal,proximal,age_days,age_years,age_group,gender
exp2,YcWZDK,physical,hurt,,lexical,proximal,0,1,3480,9.53,9,f
exp2,YcWZDK,physical,shock,,cause,distal,1,0,3480,9.53,9,f
exp2,YcWZDK,physical,shock,,lexical,proximal,0,1,3480,9.53,9,f
exp2,EWBJ5C,physical,hurt,,cause,proximal,0,1,2160,5.91,5,m
exp2,EWBJ5C,physical,hurt,,lexical,proximal,0,1,2160,5.91,5,m
exp2,EWBJ5C,physical,shock,,cause,proximal,0,1,2160,5.91,5,m
exp2,EWBJ5C,physical,shock,,lexical,proximal,0,1,2160,5.91,5,m
exp2,6UDVdF,mental,shock,,cause,proximal,0,1,2280,6.24,6,m
exp2,6UDVdF,mental,shock,,lexical,distal,1,0,2280,6.24,6,m
exp2,6UDVdF,mental,hurt,,cause,proximal,0,1,2280,6.24,6,m
exp2,6UDVdF,mental,hurt,,lexical,distal,1,0,2280,6.24,6,m
exp2,WBDV77,physical,shock,,lexical,distal,1,0,1290,3.53,3,f
exp2,WBDV77,physical,shock,,cause,distal,1,0,1290,3.53,3,f
exp2,WBDV77,physical,hurt,,lexical,distal,1,0,1290,3.53,3,f
exp2,WBDV77,physical,hurt,,cause,distal,1,0,1290,3.53,3,f
exp2,TH55QG,mental,shock,,cause,distal,1,0,2940,8.05,8,m
exp2,TH55QG,mental,shock,,lexical,distal,1,0,2940,8.05,8,m
exp2,TH55QG,mental,hurt,,cause,distal,1,0,2940,8.05,8,m
exp2,TH55QG,mental,hurt,,lexical,proximal,0,1,2940,8.05,8,m
exp2,ZdUPP4,mental,hurt,,lexical,distal,1,0,2520,6.9,6,f
exp2,ZdUPP4,mental,hurt,,cause,distal,1,0,2520,6.9,6,f
exp2,ZdUPP4,mental,shock,,lexical,distal,1,0,2520,6.9,6,f
exp2,ZdUPP4,mental,shock,,cause,proximal,0,1,2520,6.9,6,f
exp2,CCHdBB,mental,hurt,,lexical,distal,1,0,2250,6.16,6,f
exp2,CCHdBB,mental,hurt,,cause,distal,1,0,2250,6.16,6,f
exp2,CCHdBB,mental,shock,,lexical,proximal,0,1,2250,6.16,6,f
exp2,CCHdBB,mental,shock,,cause,distal,1,0,2250,6.16,6,f
exp2,VAPLRH,physical,hurt,,lexical,proximal,0,1,2760,7.56,7,f
exp2,VAPLRH,physical,hurt,,cause,distal,1,0,2760,7.56,7,f
exp2,VAPLRH,physical,shock,,lexical,proximal,0,1,2760,7.56,7,f
exp2,VAPLRH,physical,shock,,cause,distal,1,0,2760,7.56,7,f
exp2,c2TDVX,physical,shock,,cause,distal,1,0,1920,5.26,5,m
exp2,c2TDVX,physical,shock,,lexical,proximal,0,1,1920,5.26,5,m
exp2,c2TDVX,physical,hurt,,cause,distal,1,0,1920,5.26,5,m
exp2,c2TDVX,physical,hurt,,lexical,proximal,0,1,1920,5.26,5,m
exp2,5RNFdT,mental,shock,,lexical,proximal,0,1,1260,3.45,3,m
exp2,5RNFdT,mental,shock,,cause,proximal,0,1,1260,3.45,3,m
exp2,5RNFdT,mental,hurt,,lexical,proximal,0,1,1260,3.45,3,m
exp2,5RNFdT,mental,hurt,,cause,proximal,0,1,1260,3.45,3,m
exp2,c3UVNX,mental,shock,,lexical,proximal,0,1,3330,9.12,9,m
exp2,c3UVNX,mental,shock,,cause,distal,1,0,3330,9.12,9,m
exp2,c3UVNX,mental,hurt,,lexical,proximal,0,1,3330,9.12,9,m
exp2,c3UVNX,mental,hurt,,cause,distal,1,0,3330,9.12,9,m
exp2,SZZUUU,mental,shock,,lexical,distal,1,0,3420,9.36,9,m
exp2,SZZUUU,mental,shock,,cause,proximal,0,1,3420,9.36,9,m
exp2,SZZUUU,mental,hurt,,lexical,proximal,0,1,3420,9.36,9,m
exp2,SZZUUU,mental,hurt,,cause,distal,1,0,3420,9.36,9,m
exp2,N3XKZZ,mental,shock,,lexical,distal,1,0,1200,3.29,3,f
exp2,N3XKZZ,mental,shock,,cause,distal,1,0,1200,3.29,3,f
exp2,N3XKZZ,mental,hurt,,lexical,proximal,0,1,1200,3.29,3,f
exp2,N3XKZZ,mental,hurt,,cause,proximal,0,1,1200,3.29,3,f
exp2,HNYZRA,mental,shock,,cause,distal,1,0,1830,5.01,5,m
exp2,HNYZRA,mental,shock,,lexical,proximal,0,1,1830,5.01,5,m
exp2,HNYZRA,mental,hurt,,cause,distal,1,0,1830,5.01,5,m
exp2,HNYZRA,mental,hurt,,lexical,proximal,0,1,1830,5.01,5,m
exp2,7RZ3YK,physical,shock,,lexical,proximal,0,1,3480,9.53,9,f
exp2,7RZ3YK,physical,shock,,cause,distal,1,0,3480,9.53,9,f
exp2,7RZ3YK,physical,hurt,,lexical,proximal,0,1,3480,9.53,9,f
exp2,7RZ3YK,physical,hurt,,cause,distal,1,0,3480,9.53,9,f
exp2,MQM6H6,physical,shock,,cause,distal,1,0,1440,3.94,3,m
exp2,MQM6H6,physical,shock,,lexical,distal,1,0,1440,3.94,3,m
exp2,MQM6H6,physical,hurt,,cause,proximal,0,1,1440,3.94,3,m
exp2,MQM6H6,physical,hurt,,lexical,proximal,0,1,1440,3.94,3,m
exp2,L3SCWH,mental,shock,,lexical,distal,1,0,1860,5.09,5,f
exp2,L3SCWH,mental,shock,,cause,distal,1,0,1860,5.09,5,f
exp2,L3SCWH,mental,hurt,,lexical,distal,1,0,1860,5.09,5,f
exp2,L3SCWH,mental,hurt,,cause,distal,1,0,1860,5.09,5,f
exp2,TGNGM4,mental,hurt,,cause,distal,1,0,1350,3.7,3,f
exp2,TGNGM4,mental,hurt,,lexical,proximal,0,1,1350,3.7,3,f
exp2,TGNGM4,mental,shock,,cause,proximal,0,1,1350,3.7,3,f
exp2,TGNGM4,mental,shock,,lexical,proximal,0,1,1350,3.7,3,f
exp2,QPW244,mental,shock,,cause,proximal,0,1,1320,3.61,3,f
exp2,QPW244,mental,shock,,lexical,distal,1,0,1320,3.61,3,f
exp2,QPW244,mental,hurt,,cause,distal,1,0,1320,3.61,3,f
exp2,QPW244,mental,hurt,,lexical,proximal,0,1,1320,3.61,3,f
exp2,C2SQHZ,mental,hurt,,cause,distal,1,0,3150,8.62,8,f
exp2,C2SQHZ,mental,hurt,,lexical,distal,1,0,3150,8.62,8,f
exp2,C2SQHZ,mental,shock,,cause,distal,1,0,3150,8.62,8,f
exp2,C2SQHZ,mental,shock,,lexical,distal,1,0,3150,8.62,8,f
exp2,AHP6Q2,mental,hurt,,cause,distal,1,0,2220,6.08,6,m
exp2,AHP6Q2,mental,hurt,,lexical,distal,1,0,2220,6.08,6,m
exp2,AHP6Q2,mental,shock,,cause,distal,1,0,2220,6.08,6,m
exp2,AHP6Q2,mental,shock,,lexical,distal,1,0,2220,6.08,6,m
exp2,JPFJ3W,physical,hurt,,lexical,distal,1,0,1140,3.12,3,f
exp2,JPFJ3W,physical,hurt,,cause,proximal,0,1,1140,3.12,3,f
exp2,JPFJ3W,physical,shock,,lexical,proximal,0,1,1140,3.12,3,f
exp2,JPFJ3W,physical,shock,,cause,proximal,0,1,1140,3.12,3,f
exp2,JSSM5L,mental,hurt,,cause,distal,1,0,2700,7.39,7,f
exp2,JSSM5L,mental,hurt,,lexical,distal,1,0,2700,7.39,7,f
exp2,JSSM5L,mental,shock,,cause,proximal,0,1,2700,7.39,7,f
exp2,JSSM5L,mental,shock,,lexical,distal,1,0,2700,7.39,7,f
exp2,4QS52F,mental,shock,,lexical,proximal,0,1,1650,4.52,4,f
exp2,4QS52F,mental,shock,,cause,distal,1,0,1650,4.52,4,f
exp2,4QS52F,mental,hurt,,lexical,proximal,0,1,1650,4.52,4,f
exp2,4QS52F,mental,hurt,,cause,distal,1,0,1650,4.52,4,f
exp2,AM2T3R,physical,hurt,,cause,distal,1,0,3360,9.2,9,m
exp2,AM2T3R,physical,hurt,,lexical,proximal,0,1,3360,9.2,9,m
exp2,AM2T3R,physical,shock,,cause,distal,1,0,3360,9.2,9,m
exp2,AM2T3R,physical,shock,,lexical,proximal,0,1,3360,9.2,9,m
exp2,GZWLdY,physical,hurt,,lexical,proximal,0,1,3060,8.38,8,m
exp2,GZWLdY,physical,hurt,,cause,distal,1,0,3060,8.38,8,m
exp2,GZWLdY,physical,shock,,lexical,distal,1,0,3060,8.38,8,m
exp2,GZWLdY,physical,shock,,cause,distal,1,0,3060,8.38,8,m
exp2,Z3YXL2,physical,hurt,,cause,proximal,0,1,2010,5.5,5,m
exp2,Z3YXL2,physical,hurt,,lexical,proximal,0,1,2010,5.5,5,m
exp2,Z3YXL2,physical,shock,,cause,distal,1,0,2010,5.5,5,m
exp2,Z3YXL2,physical,shock,,lexical,proximal,0,1,2010,5.5,5,m
exp2,PVd57M,mental,shock,,lexical,distal,1,0,1440,3.94,3,f
exp2,PVd57M,mental,shock,,cause,distal,1,0,1440,3.94,3,f
exp2,PVd57M,mental,hurt,,lexical,distal,1,0,1440,3.94,3,f
exp2,PVd57M,mental,hurt,,cause,proximal,0,1,1440,3.94,3,f
exp2,d4A4Ec,mental,shock,,cause,distal,1,0,1350,3.7,3,f
exp2,d4A4Ec,mental,shock,,lexical,proximal,0,1,1350,3.7,3,f
exp2,d4A4Ec,mental,hurt,,cause,proximal,0,1,1350,3.7,3,f
exp2,d4A4Ec,mental,hurt,,lexical,distal,1,0,1350,3.7,3,f
exp2,LZKcJU,physical,shock,,lexical,proximal,0,1,1470,4.02,4,m
exp2,LZKcJU,physical,shock,,cause,distal,1,0,1470,4.02,4,m
exp2,LZKcJU,physical,hurt,,lexical,proximal,0,1,1470,4.02,4,m
exp2,LZKcJU,physical,hurt,,cause,distal,1,0,1470,4.02,4,m
exp2,KD4UPM,mental,hurt,,lexical,distal,1,0,1740,4.76,4,f
exp2,KD4UPM,mental,hurt,,cause,proximal,0,1,1740,4.76,4,f
exp2,KD4UPM,mental,shock,,lexical,distal,1,0,1740,4.76,4,f
exp2,KD4UPM,mental,shock,,cause,proximal,0,1,1740,4.76,4,f
exp2,EC4MHV,mental,shock,,cause,distal,1,0,2190,6.0,5,f
exp2,EC4MHV,mental,shock,,lexical,proximal,0,1,2190,6.0,5,f
exp2,EC4MHV,mental,hurt,,cause,proximal,0,1,2190,6.0,5,f
exp2,EC4MHV,mental,hurt,,lexical,proximal,0,1,2190,6.0,5,f
exp2,5B2dZF,physical,hurt,,lexical,proximal,0,1,1800,4.93,4,m
exp2,5B2dZF,physical,hurt,,cause,distal,1,0,1800,4.93,4,m
exp2,5B2dZF,physical,shock,,lexical,distal,1,0,1800,4.93,4,m
exp2,5B2dZF,physical,shock,,cause,distal,1,0,1800,4.93,4,m
exp2,AcD5CA,physical,hurt,,lexical,proximal,0,1,3390,9.28,9,f
exp2,AcD5CA,physical,hurt,,cause,distal,1,0,3390,9.28,9,f
exp2,AcD5CA,physical,shock,,lexical,proximal,0,1,3390,9.28,9,f
exp2,AcD5CA,physical,shock,,cause,distal,1,0,3390,9.28,9,f
exp2,G6NC47,physical,shock,,lexical,proximal,0,1,3000,8.21,8,f
exp2,G6NC47,physical,shock,,cause,distal,1,0,3000,8.21,8,f
exp2,G6NC47,physical,hurt,,lexical,distal,1,0,3000,8.21,8,f
exp2,G6NC47,physical,hurt,,cause,proximal,0,1,3000,8.21,8,f
exp2,6GM7UK,physical,shock,,lexical,distal,1,0,2700,7.39,7,m
exp2,6GM7UK,physical,shock,,cause,proximal,0,1,2700,7.39,7,m
exp2,6GM7UK,physical,hurt,,lexical,proximal,0,1,2700,7.39,7,m
exp2,6GM7UK,physical,hurt,,cause,distal,1,0,2700,7.39,7,m
exp2,d5MBLP,physical,hurt,,lexical,proximal,0,1,2280,6.24,6,f
exp2,d5MBLP,physical,hurt,,cause,proximal,0,1,2280,6.24,6,f
exp2,d5MBLP,physical,shock,,lexical,proximal,0,1,2280,6.24,6,f
exp2,d5MBLP,physical,shock,,cause,distal,1,0,2280,6.24,6,f
exp2,BdcKKH,physical,hurt,,lexical,proximal,0,1,2610,7.15,7,m
exp2,BdcKKH,physical,hurt,,cause,distal,1,0,2610,7.15,7,m
exp2,BdcKKH,physical,shock,,lexical,proximal,0,1,2610,7.15,7,m
exp2,BdcKKH,physical,shock,,cause,distal,1,0,2610,7.15,7,m
exp2,PT33EX,mental,shock,,lexical,proximal,0,1,3210,8.79,8,f
exp2,PT33EX,mental,shock,,cause,distal,1,0,3210,8.79,8,f
exp2,PT33EX,mental,hurt,,lexical,distal,1,0,3210,8.79,8,f
exp2,PT33EX,mental,hurt,,cause,distal,1,0,3210,8.79,8,f
exp2,Md5XHN,physical,hurt,,lexical,distal,1,0,2010,5.5,5,f
exp2,Md5XHN,physical,hurt,,cause,distal,1,0,2010,5.5,5,f
exp2,Md5XHN,physical,shock,,lexical,distal,1,0,2010,5.5,5,f
exp2,Md5XHN,physical,shock,,cause,distal,1,0,2010,5.5,5,f
exp2,UWULSY,mental,hurt,,cause,distal,1,0,1770,4.85,4,m
exp2,UWULSY,mental,hurt,,lexical,distal,1,0,1770,4.85,4,m
exp2,UWULSY,mental,shock,,cause,distal,1,0,1770,4.85,4,m
exp2,UWULSY,mental,shock,,lexical,distal,1,0,1770,4.85,4,m
exp2,CYC2PP,physical,hurt,,lexical,proximal,0,1,3150,8.62,8,m
exp2,CYC2PP,physical,hurt,,cause,distal,1,0,3150,8.62,8,m
exp2,CYC2PP,physical,shock,,lexical,proximal,0,1,3150,8.62,8,m
exp2,CYC2PP,physical,shock,,cause,distal,1,0,3150,8.62,8,m
exp2,YGYRDU,physical,shock,,cause,proximal,0,1,2040,5.59,5,m
exp2,YGYRDU,physical,shock,,lexical,proximal,0,1,2040,5.59,5,m
exp2,YGYRDU,physical,hurt,,cause,distal,1,0,2040,5.59,5,m
exp2,YGYRDU,physical,hurt,,lexical,proximal,0,1,2040,5.59,5,m
exp2,25c7G2,mental,shock,,cause,distal,1,0,3360,9.2,9,m
exp2,25c7G2,mental,shock,,lexical,distal,1,0,3360,9.2,9,m
exp2,25c7G2,mental,hurt,,cause,distal,1,0,3360,9.2,9,m
exp2,25c7G2,mental,hurt,,lexical,distal,1,0,3360,9.2,9,m
exp2,DAY2F4,mental,shock,,lexical,proximal,0,1,1560,4.27,4,f
exp2,DAY2F4,mental,shock,,cause,distal,1,0,1560,4.27,4,f
exp2,DAY2F4,mental,hurt,,lexical,proximal,0,1,1560,4.27,4,f
exp2,DAY2F4,mental,hurt,,cause,distal,1,0,1560,4.27,4,f
exp2,XJPAG4,physical,hurt,,cause,proximal,0,1,1350,3.7,3,m
exp2,XJPAG4,physical,hurt,,lexical,proximal,0,1,1350,3.7,3,m
exp2,XJPAG4,physical,shock,,cause,proximal,0,1,1350,3.7,3,m
exp2,XJPAG4,physical,shock,,lexical,proximal,0,1,1350,3.7,3,m
exp2,MKJ664,physical,hurt,,cause,distal,1,0,2580,7.06,7,m
exp2,MKJ664,physical,hurt,,lexical,distal,1,0,2580,7.06,7,m
exp2,MKJ664,physical,shock,,cause,distal,1,0,2580,7.06,7,m
exp2,MKJ664,physical,shock,,lexical,proximal,0,1,2580,7.06,7,m
exp2,RLCGHT,mental,shock,,cause,proximal,0,1,3210,8.79,8,f
exp2,RLCGHT,mental,shock,,lexical,distal,1,0,3210,8.79,8,f
exp2,RLCGHT,mental,hurt,,cause,distal,1,0,3210,8.79,8,f
exp2,RLCGHT,mental,hurt,,lexical,distal,1,0,3210,8.79,8,f
exp2,3QMND3,mental,shock,,cause,proximal,0,1,2580,7.06,7,f
exp2,3QMND3,mental,shock,,lexical,distal,1,0,2580,7.06,7,f
exp2,3QMND3,mental,hurt,,cause,distal,1,0,2580,7.06,7,f
exp2,3QMND3,mental,hurt,,lexical,proximal,0,1,2580,7.06,7,f
exp2,Z3XSdP,physical,shock,,cause,proximal,0,1,2550,6.98,6,m
exp2,Z3XSdP,physical,shock,,lexical,proximal,0,1,2550,6.98,6,m
exp2,Z3XSdP,physical,hurt,,cause,proximal,0,1,2550,6.98,6,m
exp2,Z3XSdP,physical,hurt,,lexical,proximal,0,1,2550,6.98,6,m
exp2,RVHdE6,mental,hurt,,lexical,distal,1,0,1920,5.26,5,m
exp2,RVHdE6,mental,hurt,,cause,distal,1,0,1920,5.26,5,m
exp2,RVHdE6,mental,shock,,lexical,proximal,0,1,1920,5.26,5,m
exp2,RVHdE6,mental,shock,,cause,distal,1,0,1920,5.26,5,m
exp2,YYGJFT,physical,shock,,lexical,proximal,0,1,3330,9.12,9,m
exp2,YYGJFT,physical,shock,,cause,distal,1,0,3330,9.12,9,m
exp2,YYGJFT,physical,hurt,,lexical,proximal,0,1,3330,9.12,9,m
exp2,YYGJFT,physical,hurt,,cause,distal,1,0,3330,9.12,9,m
exp2,QE5YHQ,mental,hurt,,cause,distal,1,0,3120,8.54,8,f
exp2,QE5YHQ,mental,hurt,,lexical,distal,1,0,3120,8.54,8,f
exp2,QE5YHQ,mental,shock,,cause,distal,1,0,3120,8.54,8,f
exp2,QE5YHQ,mental,shock,,lexical,proximal,0,1,3120,8.54,8,f
exp2,CMQBTN,mental,shock,,lexical,distal,1,0,3300,9.03,9,m
exp2,CMQBTN,mental,shock,,cause,distal,1,0,3300,9.03,9,m
exp2,CMQBTN,mental,hurt,,lexical,distal,1,0,3300,9.03,9,m
exp2,CMQBTN,mental,hurt,,cause,distal,1,0,3300,9.03,9,m
exp2,V7CWRW,mental,shock,,cause,proximal,0,1,2760,7.56,7,m
exp2,V7CWRW,mental,shock,,lexical,proximal,0,1,2760,7.56,7,m
exp2,V7CWRW,mental,hurt,,cause,proximal,0,1,2760,7.56,7,m
exp2,V7CWRW,mental,hurt,,lexical,proximal,0,1,2760,7.56,7,m
exp2,ZNE4SZ,physical,hurt,,cause,distal,1,0,2010,5.5,5,f
exp2,ZNE4SZ,physical,hurt,,lexical,proximal,0,1,2010,5.5,5,f
exp2,ZNE4SZ,physical,shock,,cause,proximal,0,1,2010,5.5,5,f
exp2,ZNE4SZ,physical,shock,,lexical,proximal,0,1,2010,5.5,5,f
exp2,XZ6NF4,physical,shock,,lexical,proximal,0,1,2700,7.39,7,m
exp2,XZ6NF4,physical,shock,,cause,distal,1,0,2700,7.39,7,m
exp2,XZ6NF4,physical,hurt,,lexical,proximal,0,1,2700,7.39,7,m
exp2,XZ6NF4,physical,hurt,,cause,distal,1,0,2700,7.39,7,m
exp2,MDTVWc,physical,hurt,,cause,proximal,0,1,2700,7.39,7,f
exp2,MDTVWc,physical,hurt,,lexical,proximal,0,1,2700,7.39,7,f
exp2,MDTVWc,physical,shock,,cause,distal,1,0,2700,7.39,7,f
exp2,MDTVWc,physical,shock,,lexical,proximal,0,1,2700,7.39,7,f
exp2,4TBLSN,mental,hurt,,lexical,distal,1,0,2910,7.97,7,m
exp2,4TBLSN,mental,hurt,,cause,distal,1,0,2910,7.97,7,m
exp2,4TBLSN,mental,shock,,lexical,distal,1,0,2910,7.97,7,m
exp2,4TBLSN,mental,shock,,cause,distal,1,0,2910,7.97,7,m
exp2,cXNYJ4,physical,hurt,,lexical,proximal,0,1,1740,4.76,4,f
exp2,cXNYJ4,physical,hurt,,cause,distal,1,0,1740,4.76,4,f
exp2,cXNYJ4,physical,shock,,lexical,proximal,0,1,1740,4.76,4,f
exp2,cXNYJ4,physical,shock,,cause,distal,1,0,1740,4.76,4,f
exp2,XHEV6L,physical,shock,,cause,proximal,0,1,2520,6.9,6,m
exp2,XHEV6L,physical,shock,,lexical,proximal,0,1,2520,6.9,6,m
exp2,XHEV6L,physical,hurt,,cause,proximal,0,1,2520,6.9,6,m
exp2,XHEV6L,physical,hurt,,lexical,proximal,0,1,2520,6.9,6,m
exp2,QZTJF6,mental,shock,,cause,distal,1,0,3510,9.61,9,f
exp2,QZTJF6,mental,shock,,lexical,distal,1,0,3510,9.61,9,f
exp2,QZTJF6,mental,hurt,,cause,distal,1,0,3510,9.61,9,f
