experiment,child_id,condition,scenario,verb,question,response,distal,proximal,age_days,age_years,age_group,gender
exp1,YRYGF6,experimental,drum,angry,cause,distal,1,0,1200,3.29,3,m
exp1,YRYGF6,experimental,balloon,sad,lexical,distal,1,0,1200,3.29,3,m
exp1,YRYGF6,experimental,balloon,sad,cause,proximal,0,1,1200,3.29,3,m
exp1,EJBAFD,experimental,balloon,sad,lexical,proximal,0,1,2820,7.72,7,m
exp1,EJBAFD,experimental,balloon,sad,cause,distal,1,0,2820,7.72,7,m
exp1,EJBAFD,experimental,drum,angry,lexical,proximal,0,1,2820,7.72,7,m
exp1,EJBAFD,experimental,drum,angry,cause,distal,1,0,2820,7.72,7,m
exp1,PHHdGY,experimental,balloon,sad,lexical,proximal,0,1,3450,9.45,9,f
exp1,PHHdGY,experimental,balloon,sad,cause,proximal,0,1,3450,9.45,9,f
exp1,PHHdGY,experimental,drum,angry,lexical,distal,1,0,3450,9.45,9,f
exp1,PHHdGY,experimental,drum,angry,cause,distal,1,0,3450,9.45,9,f
exp1,XDH4NA,experimental,balloon,sad,cause,distal,1,0,2820,7.72,7,m
exp1,XDH4NA,experimental,balloon,sad,lexical,proximal,0,1,2820,7.72,7,m
exp1,XDH4NA,experimental,drum,angry,cause,distal,1,0,2820,7.72,7,m
exp1,XDH4NA,experimental,drum,angry,lexical,proximal,0,1,2820,7.72,7,m
exp1,EZJVBV,control,drum,break,lexical,proximal,0,1,3360,9.2,9,m
exp1,EZJVBV,control,drum,break,cause,distal,1,0,3360,9.2,9,m
exp1,EZJVBV,control,balloon,pop,lexical,proximal,0,1,3360,9.2,9,m
exp1,EZJVBV,control,balloon,pop,cause,distal,1,0,3360,9.2,9,m
exp1,4VdA47,control,drum,break,lexical,proximal,0,1,3510,9.61,9,m
exp1,4VdA47,control,drum,break,cause,distal,1,0,3510,9.61,9,m
exp1,4VdA47,control,balloon,pop,lexical,proximal,0,1,3510,9.61,9,m
exp1,4VdA47,control,balloon,pop,cause,distal,1,0,3510,9.61,9,m
exp1,4WJLQF,experimental,drum,angry,cause,distal,1,0,1770,4.85,4,f
exp1,4WJLQF,experimental,drum,angry,lexical,proximal,0,1,1770,4.85,4,f
exp1,4WJLQF,experimental,balloon,sad,cause,distal,1,0,1770,4.85,4,f
exp1,4WJLQF,experimental,balloon,sad,lexical,proximal,0,1,1770,4.85,4,f
exp1,YZ4d6B,experimental,drum,angry,cause,distal,1,0,3540,9.69,9,m
exp1,YZ4d6B,experimental,drum,angry,lexical,proximal,0,1,3540,9.69,9,m
exp1,YZ4d6B,experimental,balloon,sad,cause,distal,1,0,3540,9.69,9,m
exp1,YZ4d6B,experimental,balloon,sad,lexical,proximal,0,1,3540,9.69,9,m
exp1,MG4Y5Z,experimental,drum,angry,cause,distal,1,0,1740,4.76,4,f
exp1,MG4Y5Z,experimental,drum,angry,lexical,distal,1,0,1740,4.76,4,f
exp1,MG4Y5Z,experimental,balloon,sad,cause,distal,1,0,1740,4.76,4,f
exp1,MG4Y5Z,experimental,balloon,sad,lexical,proximal,0,1,1740,4.76,4,f
exp1,WYSCcR,experimental,balloon,sad,cause,proximal,0,1,1290,3.53,3,m
exp1,WYSCcR,experimental,balloon,sad,lexical,proximal,0,1,1290,3.53,3,m
exp1,WYSCcR,experimental,drum,angry,cause,distal,1,0,1290,3.53,3,m
exp1,WYSCcR,experimental,drum,angry,lexical,proximal,0,1,1290,3.53,3,m
exp1,Hd3KRU,experimental,balloon,sad,lexical,distal,1,0,1290,3.53,3,m
exp1,Hd3KRU,experimental,balloon,sad,cause,proximal,0,1,1290,3.53,3,m
exp1,Hd3KRU,experimental,drum,angry,lexical,distal,1,0,1290,3.53,3,m
exp1,Hd3KRU,experimental,drum,angry,cause,proximal,0,1,1290,3.53,3,m
exp1,5BUF5F,experimental,balloon,sad,cause,distal,1,0,2760,7.56,7,m
exp1,5BUF5F,experimental,balloon,sad,lexical,proximal,0,1,2760,7.56,7,m
exp1,5BUF5F,experimental,drum,angry,cause,distal,1,0,2760,7.56,7,m
exp1,5BUF5F,experimental,drum,angry,lexical,proximal,0,1,2760,7.56,7,m
exp1,PC3V3M,control,drum,break,lexical,distal,1,0,1710,4.68,4,m
exp1,PC3V3M,control,drum,break,cause,proximal,0,1,1710,4.68,4,m
exp1,PC3V3M,control,balloon,pop,lexical,proximal,0,1,1710,4.68,4,m
exp1,PC3V3M,control,balloon,pop,cause,distal,1,0,1710,4.68,4,m
exp1,UEQXRX,control,drum,break,cause,distal,1,0,1620,4.44,4,m
exp1,UEQXRX,control,drum,break,lexical,proximal,0,1,1620,4.44,4,m
exp1,UEQXRX,control,balloon,pop,cause,proximal,0,1,1620,4.44,4,m
exp1,UEQXRX,control,balloon,pop,lexical,proximal,0,1,1620,4.44,4,m
exp1,VB75LF,control,drum,break,cause,distal,1,0,1410,3.86,3,f
exp1,VB75LF,control,drum,break,lexical,proximal,0,1,1410,3.86,3,f
exp1,VB75LF,control,balloon,pop,cause,distal,1,0,1410,3.86,3,f
exp1,VB75LF,control,balloon,pop,lexical,proximal,0,1,1410,3.86,3,f
exp1,CFW5DC,control,balloon,pop,cause,distal,1,0,3270,8.95,8,f
exp1,CFW5DC,control,balloon,pop,lexical,proximal,0,1,3270,8.95,8,f
exp1,CFW5DC,control,drum,break,cause,distal,1,0,3270,8.95,8,f
exp1,CFW5DC,control,drum,break,lexical,proximal,0,1,3270,8.95,8,f
exp1,ACFA34,experimental,balloon,sad,cause,proximal,0,1,3480,9.53,9,f
exp1,ACFA34,experimental,balloon,sad,lexical,distal,1,0,3480,9.53,9,f
exp1,ACFA34,experimental,drum,angry,cause,distal,1,0,3480,9.53,9,f
exp1,ACFA34,experimental,drum,angry,lexical,proximal,0,1,3480,9.53,9,f
exp1,2VBWQD,experimental,balloon,sad,lexical,distal,1,0,3090,8.46,8,f
exp1,2VBWQD,experimental,balloon,sad,cause,proximal,0,1,3090,8.46,8,f
exp1,2VBWQD,experimental,drum,angry,lexical,proximal,0,1,3090,8.46,8,f
exp1,2VBWQD,experimental,drum,angry,cause,distal,1,0,3090,8.46,8,f
exp1,dU4XFM,experimental,balloon,sad,cause,proximal,0,1,1380,3.78,3,f
exp1,dU4XFM,experimental,balloon,sad,lexical,distal,1,0,1380,3.78,3,f
exp1,dU4XFM,experimental,drum,angry,cause,distal,1,0,1380,3.78,3,f
exp1,dU4XFM,experimental,drum,angry,lexical,proximal,0,1,1380,3.78,3,f
exp1,MHNDR4,experimental,drum,angry,lexical,distal,1,0,1650,4.52,4,f
exp1,MHNDR4,experimental,drum,angry,cause,distal,1,0,1650,4.52,4,f
exp1,MHNDR4,experimental,balloon,sad,lexical,proximal,0,1,1650,4.52,4,f
exp1,MHNDR4,experimental,balloon,sad,cause,proximal,0,1,1650,4.52,4,f
exp1,7FCKTD,control,drum,break,cause,proximal,0,1,2400,6.57,6,m
exp1,7FCKTD,control,drum,break,lexical,proximal,0,1,2400,6.57,6,m
exp1,7FCKTD,control,balloon,pop,cause,distal,1,0,2400,6.57,6,m
exp1,7FCKTD,control,balloon,pop,lexical,proximal,0,1,2400,6.57,6,m
exp1,WEW4Xc,experimental,drum,angry,lexical,proximal,0,1,1530,4.19,4,f
exp1,WEW4Xc,experimental,drum,angry,cause,proximal,0,1,1530,4.19,4,f
exp1,WEW4Xc,experimental,balloon,sad,lexical,distal,1,0,1530,4.19,4,f
exp1,WEW4Xc,experimental,balloon,sad,cause,proximal,0,1,1530,4.19,4,f
exp1,3cVXRR,control,balloon,pop,lexical,distal,1,0,1140,3.12,3,m
exp1,3cVXRR,control,balloon,pop,cause,proximal,0,1,1140,3.12,3,m
exp1,3cVXRR,control,drum,break,lexical,distal,1,0,1140,3.12,3,m
exp1,3cVXRR,control,drum,break,cause,proximal,0,1,1140,3.12,3,m
exp1,YXLVWU,control,balloon,pop,cause,proximal,0,1,3150,8.62,8,m
exp1,YXLVWU,control,balloon,pop,lexical,proximal,0,1,3150,8.62,8,m
exp1,YXLVWU,control,drum,break,cause,distal,1,0,3150,8.62,8,m
exp1,YXLVWU,control,drum,break,lexical,proximal,0,1,3150,8.62,8,m
exp1,ETEdBK,experimental,drum,angry,cause,proximal,0,1,2520,6.9,6,f
exp1,ETEdBK,experimental,drum,angry,lexical,distal,1,0,2520,6.9,6,f
exp1,ETEdBK,experimental,balloon,sad,cause,distal,1,0,2520,6.9,6,f
exp1,ETEdBK,experimental,balloon,sad,lexical,distal,1,0,2520,6.9,6,f
exp1,Z5QVMA,control,balloon,pop,lexical,distal,1,0,1380,3.78,3,f
exp1,Z5QVMA,control,balloon,pop,cause,distal,1,0,1380,3.78,3,f
exp1,Z5QVMA,control,drum,break,lexical,proximal,0,1,1380,3.78,3,f
exp1,Z5QVMA,control,drum,break,cause,proximal,0,1,1380,3.78,3,f
exp1,4BMG44,control,balloon,pop,cause,distal,1,0,1110,3.04,3,m
exp1,4BMG44,control,balloon,pop,lexical,proximal,0,1,1110,3.04,3,m
exp1,4BMG44,control,drum,break,cause,distal,1,0,1110,3.04,3,m
exp1,4BMG44,control,drum,break,lexical,proximal,0,1,1110,3.04,3,m
exp1,E2RLWJ,experimental,drum,angry,cause,distal,1,0,1500,4.11,4,m
exp1,E2RLWJ,experimental,drum,angry,lexical,proximal,0,1,1500,4.11,4,m
exp1,E2RLWJ,experimental,balloon,sad,cause,distal,1,0,1500,4.11,4,m
exp1,E2RLWJ,experimental,balloon,sad,lexical,proximal,0,1,1500,4.11,4,m
exp1,UcVNNP,control,drum,break,lexical,distal,1,0,2430,6.65,6,f
exp1,UcVNNP,control,drum,break,cause,distal,1,0,2430,6.65,6,f
exp1,UcVNNP,control,balloon,pop,lexical,proximal,0,1,2430,6.65,6,f
exp1,UcVNNP,control,balloon,pop,cause,distal,1,0,2430,6.65,6,f
exp1,MDF7dE,control,drum,break,cause,proximal,0,1,3330,9.12,9,f
exp1,MDF7dE,control,drum,break,lexical,proximal,0,1,3330,9.12,9,f
exp1,MDF7dE,control,balloon,pop,cause,distal,1,0,3330,9.12,9,f
exp1,MDF7dE,control,balloon,pop,lexical,proximal,0,1,3330,9.12,9,f
exp1,HdT2T2,experimental,drum,angry,lexical,proximal,0,1,1590,4.35,4,m
exp1,HdT2T2,experimental,drum,angry,cause,distal,1,0,1590,4.35,4,m
exp1,HdT2T2,experimental,balloon,sad,lexical,distal,1,0,1590,4.35,4,m
exp1,HdT2T2,experimental,balloon,sad,cause,proximal,0,1,1590,4.35,4,m
exp1,CGGHDB,control,balloon,pop,cause,distal,1,0,2880,7.89,7,m
exp1,CGGHDB,control,balloon,pop,lexical,proximal,0,1,2880,7.89,7,m
exp1,CGGHDB,control,drum,break,cause,distal,1,0,2880,7.89,7,m
exp1,CGGHDB,control,drum,break,lexical,proximal,0,1,2880,7.89,7,m
exp1,EPDWTT,control,balloon,pop,cause,proximal,0,1,1530,4.19,4,m
exp1,EPDWTT,control,balloon,pop,lexical,proximal,0,1,1530,4.19,4,m
exp1,EPDWTT,control,drum,break,cause,proximal,0,1,1530,4.19,4,m
exp1,EPDWTT,control,drum,break,lexical,proximal,0,1,1530,4.19,4,m
exp1,QFV4RT,control,balloon,pop,lexical,distal,1,0,3540,9.69,9,m
exp1,QFV4RT,control,balloon,pop,cause,distal,1,0,3540,9.69,9,m
exp1,QFV4RT,control,drum,break,lexical,proximal,0,1,3540,9.69,9,m
exp1,QFV4RT,control,drum,break,cause,distal,1,0,3540,9.69,9,m
exp1,24MPdG,experimental,balloon,sad,lexical,distal,1,0,2760,7.56,7,m
exp1,24MPdG,experimental,balloon,sad,cause,distal,1,0,2760,7.56,7,m
exp1,24MPdG,experimental,drum,angry,lexical,distal,1,0,2760,7.56,7,m
exp1,24MPdG,experimental,drum,angry,cause,distal,1,0,2760,7.56,7,m
exp1,372TAL,experimental,drum,angry,lexical,distal,1,0,1500,4.11,4,f
exp1,372TAL,experimental,drum,angry,cause,proximal,0,1,1500,4.11,4,f
exp1,372TAL,experimental,balloon,sad,lexical,proximal,0,1,1500,4.11,4,f
exp1,372TAL,experimental,balloon,sad,cause,distal,1,0,1500,4.11,4,f
exp1,QTXLEG,experimental,drum,angry,cause,distal,1,0,3570,9.77,9,f
exp1,QTXLEG,experimental,drum,angry,lexical,distal,1,0,3570,9.77,9,f
exp1,QTXLEG,experimental,balloon,sad,cause,proximal,0,1,3570,9.77,9,f
exp1,QTXLEG,experimental,balloon,sad,lexical,distal,1,0,3570,9.77,9,f
exp1,cd66HD,experimental,drum,angry,cause,proximal,0,1,1650,4.52,4,f
exp1,cd66HD,experimental,drum,angry,lexical,proximal,0,1,1650,4.52,4,f
exp1,cd66HD,experimental,balloon,sad,cause,proximal,0,1,1650,4.52,4,f
exp1,cd66HD,experimental,balloon,sad,lexical,distal,1,0,1650,4.52,4,f
exp1,MK67UA,control,drum,break,lexical,proximal,0,1,1320,3.61,3,m
exp1,MK67UA,control,drum,break,cause,distal,1,0,1320,3.61,3,m
exp1,MK67UA,control,balloon,pop,lexical,proximal,0,1,1320,3.61,3,m
exp1,MK67UA,control,balloon,pop,cause,distal,1,0,1320,3.61,3,m
exp1,PdXGVV,control,balloon,pop,lexical,proximal,0,1,2460,6.74,6,f
exp1,PdXGVV,control,balloon,pop,cause,distal,1,0,2460,6.74,6,f
exp1,PdXGVV,control,drum,break,lexical,proximal,0,1,2460,6.74,6,f
exp1,PdXGVV,control,drum,break,cause,distal,1,0,2460,6.74,6,f
exp1,B4V7DZ,experimental,drum,angry,lexical,distal,1,0,2100,5.75,5,m
exp1,B4V7DZ,experimental,drum,angry,cause,distal,1,0,2100,5.75,5,m
exp1,B4V7DZ,experimental,balloon,sad,lexical,distal,1,0,2100,5.75,5,m
exp1,B4V7DZ,experimental,balloon,sad,cause,distal,1,0,2100,5.75,5,m
exp1,XFBR2K,experimental,drum,angry,cause,proximal,0,1,2880,7.89,7,m
exp1,XFBR2K,experimental,drum,angry,lexical,distal,1,0,2880,7.89,7,m
exp1,XFBR2K,experimental,balloon,sad,cause,proximal,0,1,2880,7.89,7,m
exp1,XFBR2K,experimental,balloon,sad,lexical,distal,1,0,2880,7.89,7,m
exp1,KX63VS,experimental,drum,angry,lexical,distal,1,0,3240,8.87,8,m
exp1,KX63VS,experimental,drum,angry,cause,distal,1,0,3240,8.87,8,m
exp1,KX63VS,experimental,balloon,sad,lexical,distal,1,0,3240,8.87,8,m
exp1,KX63VS,experimental,balloon,sad,cause,distal,1,0,3240,8.87,8,m
exp1,SF3FH3,control,drum,break,lexical,proximal,0,1,2160,5.91,5,m
exp1,SF3FH3,control,drum,break,cause,distal,1,0,2160,5.91,5,m
exp1,SF3FH3,control,balloon,pop,lexical,distal,1,0,2160,5.91,5,m
exp1,SF3FH3,control,balloon,pop,cause,distal,1,0,2160,5.91,5,m
exp1,2VXUPV,control,balloon,pop,lexical,proximal,0,1,1650,4.52,4,f
exp1,2VXUPV,control,balloon,pop,cause,distal,1,0,1650,4.52,4,f
exp1,2VXUPV,control,drum,break,lexical,proximal,0,1,1650,4.52,4,f
exp1,2VXUPV,control,drum,break,cause,distal,1,0,1650,4.52,4,f
exp1,BHMWKD,control,balloon,pop,cause,distal,1,0,2610,7.15,7,f
exp1,BHMWKD,control,balloon,pop,lexical,proximal,0,1,2610,7.15,7,f
exp1,BHMWKD,control,drum,break,cause,distal,1,0,2610,7.15,7,f
exp1,BHMWKD,control,drum,break,lexical,proximal,0,1,2610,7.15,7,f
exp1,7A3RSJ,control,drum,break,cause,distal,1,0,3210,8.79,8,f
exp1,7A3RSJ,control,drum,break,lexical,proximal,0,1,3210,8.79,8,f
exp1,7A3RSJ,control,balloon,pop,cause,distal,1,0,3210,8.79,8,f
exp1,7A3RSJ,control,balloon,pop,lexical,proximal,0,1,3210,8.79,8,f
exp1,7XWWF2,experimental,balloon,sad,cause,distal,1,0,2700,7.39,7,m
exp1,7XWWF2,experimental,balloon,sad,lexical,proximal,0,1,2700,7.39,7,m
exp1,7XWWF2,experimental,drum,angry,cause,distal,1,0,2700,7.39,7,m
exp1,7XWWF2,experimental,drum,angry,lexical,proximal,0,1,2700,7.39,7,m
exp1,SUGDMS,experimental,balloon,sad,lexical,proximal,0,1,1980,5.42,5,f
exp1,SUGDMS,experimental,balloon,sad,cause,distal,1,0,1980,5.42,5,f
exp1,SUGDMS,experimental,drum,angry,lexical,distal,1,0,1980,5.42,5,f
exp1,SUGDMS,experimental,drum,angry,cause,distal,1,0,1980,5.42,5,f
exp1,YCXUK4,control,drum,break,cause,distal,1,0,1980,5.42,5,m
exp1,YCXUK4,control,drum,break,lexical,proximal,0,1,1980,5.42,5,m
exp1,YCXUK4,control,balloon,pop,cause,distal,1,0,1980,5.42,5,m
exp1,YCXUK4,control,balloon,pop,lexical,proximal,0,1,1980,5.42,5,m
exp1,PECSC4,experimental,drum,angry,lexical,distal,1,0,2100,5.75,5,f
exp1,PECSC4,experimental,drum,angry,cause,distal,1,0,2100,5.75,5,f
exp1,PECSC4,experimental,balloon,sad,lexical,proximal,0,1,2100,5.75,5,f
exp1,PECSC4,experimental,balloon,sad,cause,distal,1,0,2100,5.75,5,f
exp1,NRQBZA,control,balloon,pop,lexical,distal,1,0,1410,3.86,3,f
exp1,NRQBZA,control,balloon,pop,cause,proximal,0,1,1410,3.86,3,f
exp1,NRQBZA,control,drum,break,lexical,distal,1,0,1410,3.86,3,f
exp1,NRQBZA,control,drum,break,cause,proximal,0,1,1410,3.86,3,f
exp1,RHWYPQ,experimental,balloon,sad,cause,proximal,0,1,2760,7.56,7,f
exp1,RHWYPQ,experimental,balloon,sad,lexical,proximal,0,1,2760,7.56,7,f
exp1,RHWYPQ,experimental,drum,angry,cause,distal,1,0,2760,7.56,7,f
exp1,RHWYPQ,experimental,drum,angry,lexical,proximal,0,1,2760,7.56,7,f
exp1,NDJScE,control,drum,break,cause,distal,1,0,2040,5.59,5,f
exp1,NDJScE,control,drum,break,lexical,proximal,0,1,2040,5.59,5,f
exp1,NDJScE,control,balloon,pop,cause,distal,1,0,2040,5.59,5,f
exp1,NDJScE,control,balloon,pop,lexical,proximal,0,1,2040,5.59,5,f
exp1,NY7TcG,control,drum,break,lexical,proximal,0,1,3390,9.28,9,f
exp1,NY7TcG,control,drum,break,cause,distal,1,0,3390,9.28,9,f
exp1,NY7TcG,control,balloon,pop,lexical,proximal,0,1,3390,9.28,9,f
exp1,NY7TcG,control,balloon,pop,cause,distal,1,0,3390,9.28,9,f
exp1,UVcAZC,experimental,balloon,sad,cause,distal,1,0,2520,6.9,6,f
exp1,UVcAZC,experimental,balloon,sad,lexical,proximal,0,1,2520,6.9,6,f
exp1,UVcAZC,experimental,drum,angry,cause,distal,1,0,2520,6.9,6,f
exp1,UVcAZC,experimental,drum,angry,lexical,proximal,0,1,2520,6.9,6,f
exp1,LdVYFK,control,drum,break,cause,distal,1,0,1140,3.12,3,f
exp1,LdVYFK,control,drum,break,lexical,distal,1,0,1140,3.12,3,f
exp1,LdVYFK,control,balloon,pop,cause,distal,1,0,1140,3.12,3,f
exp1,LdVYFK,control,balloon,pop,lexical,proximal,0,1,1140,3.12,3,f
exp1,MELRGG,control,balloon,pop,cause,distal,1,0,1350,3.7,3,m
exp1,MELRGG,control,balloon,pop,lexical,distal,1,0,1350,3.7,3,m
exp1,MELRGG,control,drum,break,cause,distal,1,0,1350,3.7,3,m
exp1,MELRGG,control,drum,break,lexical,distal,1,0,1350,3.7,3,m
exp1,cdAWRC,experimental,balloon,sad,cause,distal,1,0,3540,9.69,9,m
exp1,cdAWRC,experimental,balloon,sad,lexical,distal,1,0,3540,9.69,9,m
exp1,cdAWRC,experimental,drum,angry,cause,distal,1,0,3540,9.69,9,m
exp1,cdAWRC,experimental,drum,angry,lexical,distal,1,0,3540,9.69,9,m
exp1,YcJ2AK,experimental,balloon,sad,lexical,distal,1,0,2010,5.5,5,f
exp1,YcJ2AK,experimental,balloon,sad,cause,distal,1,0,2010,5.5,5,f
exp1,YcJ2AK,experimental,drum,angry,lexical,distal,1,0,2010,5.5,5,f
exp1,YcJ2AK,experimental,drum,angry,cause,proximal,0,1,2010,5.5,5,f
exp1,KMGdKV,experimental,balloon,sad,cause,distal,1,0,1620,4.44,4,m
exp1,KMGdKV,experimental,balloon,sad,lexical,proximal,0,1,1620,4.44,4,m
exp1,KMGdKV,experimental,drum,angry,cause,distal,1,0,1620,4.44,4,m
exp1,KMGdKV,experimental,drum,angry,lexical,proximal,0,1,1620,4.44,4,m
exp1,SVd7HG,experimental,drum,angry,lexical,distal,1,0,2370,6.49,6,f
exp1,SVd7HG,experimental,drum,angry,cause,distal,1,0,2370,6.49,6,f
exp1,SVd7HG,experimental,balloon,sad,lexical,proximal,0,1,2370,6.49,6,f
exp1,SVd7HG,experimental,balloon,sad,cause,distal,1,0,2370,6.49,6,f
exp1,MKCRT7,experimental,balloon,sad,lexical,proximal,0,1,3180,8.71,8,m
exp1,MKCRT7,experimental,balloon,sad,cause,distal,1,0,3180,8.71,8,m
exp1,MKCRT7,experimental,drum,angry,lexical,distal,1,0,3180,8.71,8,m
exp1,MKCRT7,experimental,drum,angry,cause,proximal,0,1,3180,8.71,8,m
exp1,Ad4D7B,experimental,drum,angry,cause,distal,1,0,2700,7.39,7,f
exp1,Ad4D7B,experimental,drum,angry,lexical,proximal,0,1,2700,7.39,7,f
exp1,Ad4D7B,experimental,balloon,sad,cause,distal,1,0,2700,7.39,7,f
exp1,Ad4D7B,experimental,balloon,sad,lexical,proximal,0,1,2700,7.39,7,f
exp1,CJBSFX,control,balloon,pop,cause,proximal,0,1,1470,4.02,4,f
exp1,CJBSFX,control,balloon,pop,lexical,proximal,0,1,1470,4.02,4,f
exp1,CJBSFX,control,drum,break,cause,distal,1,0,1470,4.02,4,f
exp1,CJBSFX,control,drum,break,lexical,distal,1,0,1470,4.02,4,f
exp1,X6SXdT,control,balloon,pop,cause,distal,1,0,2400,6.57,6,m
exp1,X6SXdT,control,balloon,pop,lexical,proximal,0,1,2400,6.57,6,m
exp1,X6SXdT,control,drum,break,cause,distal,1,0,2400,6.57,6,m
exp1,X6SXdT,control,drum,break,lexical,proximal,0,1,2400,6.57,6,m
exp1,AG2BXS,control,balloon,pop,cause,proximal,0,1,3390,9.28,9,m
exp1,AG2BXS,control,balloon,pop,lexical,proximal,0,1,3390,9.28,9,m
exp1,AG2BXS,control,drum,break,cause,proximal,0,1,3390,9.28,9,m
exp1,AG2BXS,control,drum,break,lexical,proximal,0,1,3390,9.28,9,m
exp1,Q4SJJN,experimental,drum,angry,lexical,proximal,0,1,3120,8.54,8,m
exp1,Q4SJJN,experimental,drum,angry,cause,distal,1,0,3120,8.54,8,m
exp1,Q4SJJN,experimental,balloon,sad,lexical,distal,1,0,3120,8.54,8,m
exp1,Q4SJJN,experimental,balloon,sad,cause,proximal,0,1,3120,8.54,8,m
exp1,CJ36VS,control,drum,break,cause,distal,1,0,1680,4.6,4,m
exp1,CJ36VS,control,drum,break,lexical,proximal,0,1,1680,4.6,4,m
exp1,CJ36VS,control,balloon,pop,cause,distal,1,0,1680,4.6,4,m
exp1,CJ36VS,control,balloon,pop,lexical,proximal,0,1,1680,4.6,4,m
exp1,dAFB5F,control,balloon,pop,lexical,proximal,0,1,2070,5.67,5,f
exp1,dAFB5F,control,balloon,pop,cause,distal,1,0,2070,5.67,5,f
exp1,dAFB5F,control,drum,break,lexical,proximal,0,1,2070,5.67,5,f
exp1,dAFB5F,control,drum,break,cause,distal,1,0,2070,5.67,5,f
exp1,F24ERH,experimental,balloon,sad,cause,distal,1,0,2070,5.67,5,m
exp1,F24ERH,experimental,balloon,sad,lexical,distal,1,0,2070,5.67,5,m
exp1,F24ERH,experimental,drum,angry,cause,distal,1,0,2070,5.67,5,m
exp1,F24ERH,experimental,drum,angry,lexical,distal,1,0,2070,5.67,5,m
exp1,cKMdXN,control,balloon,pop,lexical,proximal,0,1,2250,6.16,6,m
exp1,cKMdXN,control,balloon,pop,cause,distal,1,0,2250,6.16,6,m
exp1,cKMdXN,control,drum,break,lexical,proximal,0,1,2250,6.16,6,m
exp1,cKMdXN,control,drum,break,cause,distal,1,0,2250,6.16,6,m
exp1,C3VDdG,control,drum,break,lexical,distal,1,0,3030,8.3,8,m
exp1,C3VDdG,control,drum,break,cause,distal,1,0,3030,8.3,8,m
exp1,C3VDdG,control,balloon,pop,lexical,proximal,0,1,3030,8.3,8,m
exp1,C3VDdG,control,balloon,pop,cause,distal,1,0,3030,8.3,8,m
exp1,2J6dBQ,experimental,balloon,sad,lexical,proximal,0,1,1950,5.34,5,m
exp1,2J6dBQ,experimental,balloon,sad,cause,distal,1,0,1950,5.34,5,m
exp1,2J6dBQ,experimental,drum,angry,lexical,distal,1,0,1950,5.34,5,m
exp1,2J6dBQ,experimental,drum,angry,cause,proximal,0,1,1950,5.34,5,m
exp1,UVJA46,experimental,balloon,sad,lexical,distal,1,0,2370,6.49,6,m
exp1,UVJA46,experimental,balloon,sad,cause,distal,1,0,2370,6.49,6,m
exp1,UVJA46,experimental,drum,angry,lexical,distal,1,0,2370,6.49,6,m
exp1,UVJA46,experimental,drum,angry,cause,distal,1,0,2370,6.49,6,m
exp1,3cJPX4,experimental,balloon,sad,cause,distal,1,0,2010,5.5,5,f
exp1,3cJPX4,experimental,balloon,sad,lexical,proximal,0,1,2010,5.5,5,f
exp1,3cJPX4,experimental,drum,angry,cause,proximal,0,1,2010,5.5,5,f
exp1,3cJPX4,experimental,drum,angry,lexical,distal,1,0,2010,5.5,5,f
exp1,L7dLcG,experimental,drum,angry,cause,distal,1,0,1740,4.76,4,f
exp1,L7dLcG,experimental,drum,angry,lexical,distal,1,0,1740,4.76,4,f
exp1,L7dLcG,experimental,balloon,sad,cause,proximal,0,1,1740,4.76,4,f
exp1,L7dLcG,experimental,balloon,sad,lexical,proximal,0,1,1740,4.76,4,f
exp1,BZdHK7,experimental,balloon,sad,lexical,distal,1,0,1560,4.27,4,m
exp1,BZdHK7,experimental,balloon,sad,cause,proximal,0,1,1560,4.27,4,m
exp1,BZdHK7,experimental,drum,angry,lexical,distal,1,0,1560,4.27,4,m
exp1,BZdHK7,experimental,drum,angry,cause,proximal,0,1,1560,4.27,4,m
exp1,AV4GcP,control,drum,break,lexical,proximal,0,1,1830,5.01,5,m
exp1,AV4GcP,control,drum,break,cause,proximal,0,1,1830,5.01,5,m
exp1,AV4GcP,control,balloon,pop,lexical,proximal,0,1,1830,5.01,5,m
exp1,AV4GcP,control,balloon,pop,cause,distal,1,0,1830,5.01,5,m
exp1,cKHDBB,experimental,drum,angry,lexical,distal,1,0,2610,7.15,7,m
exp1,cKHDBB,experimental,drum,angry,cause,distal,1,0,2610,7.15,7,m
exp1,cKHDBB,experimental,balloon,sad,lexical,distal,1,0,2610,7.15,7,m
exp1,cKHDBB,experimental,balloon,sad,cause,proximal,0,1,2610,7.15,7,m
exp1,Pc7T3M,control,balloon,pop,lexical,distal,1,0,1710,4.68,4,f
exp1,Pc7T3M,control,balloon,pop,cause,distal,1,0,1710,4.68,4,f
exp1,Pc7T3M,control,drum,break,lexical,distal,1,0,1710,4.68,4,f
exp1,Pc7T3M,control,drum,break,cause,distal,1,0,1710,4.68,4,f
exp1,QHJA3E,experimental,drum,angry,lexical,proximal,0,1,2730,7.47,7,m
exp1,QHJA3E,experimental,drum,angry,cause,distal,1,0,2730,7.47,7,m
exp1,QHJA3E,experimental,balloon,sad,lexical,proximal,0,1,2730,7.47,7,m
exp1,QHJA3E,experimental,balloon,sad,cause,distal,1,0,2730,7.47,7,m
exp1,4XVdXE,control,balloon,pop,lexical,distal,1,0,3510,9.61,9,f
exp1,4XVdXE,control,balloon,pop,cause,distal,1,0,3510,9.61,9,f
